i;j;t;demand
50;13;72;1
50;17;7;1
50;54;165;1
50;128;23;1
50;137;96;1
50;229;131;1
50;255;103;1
50;319;107;1
50;339;42;1
51;13;115;1
51;15;46;1
51;34;70;1
51;38;107;1
51;48;65;1
51;98;121;1
51;104;42;1
51;108;160;1
51;113;134;1
51;126;122;1
51;134;111;1
51;150;41;1
51;164;33;1
51;345;165;1
51;366;115;1
51;420;94;1
52;1;66;1
52;102;113;1
52;108;44;1
52;110;13;1
52;196;66;1
53;16;105;1
53;24;80;1
53;31;143;1
53;33;23;1
53;74;91;1
53;75;10;1
53;112;103;1
53;144;85;1
53;154;21;1
53;195;144;1
53;226;13;1
53;315;44;1
53;369;94;1
53;413;67;1
54;80;163;1
54;85;41;1
54;272;116;1
54;357;140;1
55;41;154;1
55;79;63;1
55;135;109;1
55;159;151;1
55;165;129;1
55;317;92;1
55;384;20;1
55;425;116;1
56;82;157;1
56;366;162;1
57;42;167;1
57;84;143;1
57;87;20;1
57;109;56;1
57;232;131;1
57;269;143;1
57;337;167;1
57;340;70;1
57;431;40;1
57;431;160;1
58;185;64;1
59;57;9;1
59;126;152;1
59;199;44;1
60;8;140;1
60;25;94;1
60;49;134;1
60;51;166;1
60;89;47;1
60;117;23;1
60;136;93;1
60;143;32;1
60;207;89;1
60;282;90;1
60;341;38;1
60;383;17;1
60;431;11;1
61;13;37;1
61;108;164;1
61;113;156;1
61;133;43;1
61;133;130;1
61;172;24;1
61;250;162;1
61;265;132;1
61;331;84;1
61;338;107;1
62;86;108;1
64;49;154;1
64;95;157;1
64;96;9;1
64;120;64;1
64;143;42;1
64;148;135;1
64;197;141;1
64;216;141;1
64;360;34;1
64;431;105;1
65;1;122;1
65;39;166;1
65;64;57;1
65;93;33;1
65;95;86;1
65;101;158;1
65;120;154;1
65;156;82;1
65;280;35;1
65;357;44;1
65;431;157;1
66;102;66;1
66;193;49;1
66;237;137;1
67;91;104;1
67;99;166;1
67;118;120;1
67;153;114;1
67;211;55;1
67;238;114;1
67;272;114;1
67;308;119;1
67;349;119;1
67;362;47;1
68;59;19;1
68;97;5;1
68;334;23;1
68;345;93;1
68;352;117;1
68;370;129;1
68;431;158;1
69;78;113;1
69;79;155;1
69;129;105;1
69;431;14;1
70;19;142;1
70;75;68;1
70;96;89;1
70;130;66;1
70;132;19;1
70;151;55;1
71;65;111;1
71;88;104;1
71;118;90;1
71;125;22;1
71;158;162;1
71;181;32;1
71;204;66;1
71;243;86;1
71;322;107;1
71;346;137;1
71;385;65;1
71;411;18;1
72;40;139;1
72;46;43;1
72;48;140;1
72;60;19;1
72;65;115;1
72;100;144;1
72;124;91;1
72;149;41;1
72;264;164;1
72;275;127;1
72;356;71;1
72;396;45;1
72;402;68;1
73;19;128;1
73;47;71;1
73;74;42;1
73;85;32;1
73;147;91;1
74;7;42;1
74;93;108;1
74;110;44;1
74;118;63;1
74;132;161;1
74;206;24;1
75;49;66;1
75;70;93;1
75;71;152;1
75;102;142;1
75;135;33;1
75;137;62;1
75;143;18;1
75;243;152;1
75;371;136;1
76;43;93;1
76;57;77;1
76;110;30;1
76;140;90;1
76;431;33;1
77;223;19;1
77;347;69;1
78;16;45;1
78;113;84;1
78;122;152;1
78;181;71;1
78;197;162;1
78;223;33;1
78;326;39;1
78;431;4;1
78;431;32;1
78;431;38;1
79;14;95;1
79;64;91;1
79;88;144;1
79;96;34;1
79;126;12;1
79;132;32;1
79;181;54;1
79;431;160;1
80;16;48;1
80;91;135;1
80;118;21;1
80;136;87;1
80;140;66;1
80;225;24;1
80;248;114;1
81;12;41;1
81;78;34;1
81;131;70;1
81;197;137;1
81;232;103;1
81;367;88;1
81;371;73;1
81;420;93;1
82;6;81;1
82;72;130;1
82;94;140;1
82;104;30;1
82;111;128;1
82;112;133;1
82;116;7;1
82;126;125;1
82;128;63;1
82;230;164;1
82;246;150;1
82;260;89;1
82;364;162;1
83;74;32;1
83;95;94;1
83;124;140;1
83;130;131;1
83;135;160;1
83;177;141;1
83;183;44;1
83;185;44;1
83;216;36;1
83;217;118;1
83;221;69;1
83;230;75;1
83;245;42;1
83;302;159;1
83;317;69;1
83;369;117;1
83;415;134;1
83;421;116;1
84;46;32;1
84;68;95;1
84;100;96;1
84;103;22;1
84;107;51;1
84;110;60;1
84;114;102;1
84;116;12;1
84;121;122;1
84;125;45;1
84;128;71;1
84;132;128;1
84;178;98;1
84;247;163;1
84;300;78;1
84;313;108;1
84;316;46;1
84;331;155;1
84;333;137;1
84;357;20;1
84;402;159;1
84;406;64;1
84;410;18;1
85;19;60;1
85;70;61;1
85;87;157;1
85;95;152;1
85;104;82;1
85;108;87;1
85;132;34;1
85;134;134;1
85;136;146;1
85;156;38;1
85;158;132;1
85;173;89;1
85;215;109;1
85;236;95;1
85;307;160;1
85;321;158;1
85;356;114;1
85;395;101;1
85;404;80;1
85;405;114;1
85;425;62;1
85;431;32;1
85;431;141;1
86;29;66;1
86;44;22;1
86;47;120;1
86;89;109;1
86;93;97;1
86;96;124;1
86;110;139;1
86;131;157;1
86;137;32;1
86;143;157;1
86;170;136;1
86;175;59;1
86;254;41;1
86;255;162;1
86;299;66;1
86;305;68;1
86;311;33;1
86;319;115;1
86;331;163;1
86;345;67;1
86;372;33;1
86;398;84;1
86;404;66;1
87;4;42;1
87;47;118;1
87;106;69;1
87;130;34;1
87;142;141;1
87;154;42;1
87;161;132;1
87;173;165;1
87;259;5;1
87;311;97;1
87;324;154;1
87;330;29;1
87;337;121;1
87;351;19;1
87;365;147;1
87;378;94;1
87;415;113;1
87;431;21;1
87;431;130;1
88;31;62;1
88;45;142;1
88;79;145;1
88;84;34;1
88;87;89;1
88;91;121;1
88;94;90;1
88;100;1;1
88;101;142;1
88;103;33;1
88;131;35;1
88;138;16;1
88;138;42;1
88;151;89;1
88;155;137;1
88;171;40;1
88;180;113;1
88;199;17;1
88;241;158;1
88;273;65;1
88;317;6;1
88;321;157;1
88;328;157;1
88;331;46;1
88;336;123;1
88;357;89;1
88;379;43;1
88;388;111;1
88;393;82;1
88;413;154;1
88;416;91;1
88;431;13;1
88;431;138;1
88;432;39;1
88;433;11;1
89;61;143;1
89;83;139;1
89;89;39;1
89;115;158;1
89;116;67;1
89;129;46;1
89;130;42;1
89;175;95;1
89;189;39;1
89;203;46;1
89;206;160;1
89;232;39;1
89;232;89;1
89;240;146;1
89;262;46;1
89;266;90;1
89;270;138;1
89;276;161;1
89;312;115;1
89;319;34;1
89;320;43;1
89;321;45;1
89;336;94;1
89;349;46;1
89;353;123;1
89;387;60;1
89;398;163;1
89;414;147;1
89;431;117;1
89;431;126;1
90;8;72;1
90;92;13;1
90;110;115;1
90;124;142;1
90;126;4;1
90;142;78;1
90;148;17;1
90;213;93;1
90;307;71;1
90;309;72;1
90;310;136;1
90;313;141;1
90;346;160;1
91;87;156;1
91;104;66;1
91;107;83;1
91;111;91;1
91;113;81;1
91;114;71;1
91;133;160;1
91;134;10;1
91;147;120;1
91;157;48;1
91;167;164;1
91;169;153;1
91;169;163;1
91;172;20;1
91;243;111;1
91;302;115;1
91;306;137;1
91;312;22;1
91;337;25;1
91;352;156;1
91;420;154;1
91;431;42;1
91;431;88;1
92;51;110;1
92;81;48;1
92;90;64;1
92;96;163;1
92;98;67;1
92;101;142;1
92;105;116;1
92;107;138;1
92;112;159;1
92;116;167;1
92;118;116;1
92;124;133;1
92;125;14;1
92;127;59;1
92;128;59;1
92;129;42;1
92;142;114;1
92;169;15;1
92;179;158;1
92;185;9;1
92;186;141;1
92;195;65;1
92;196;136;1
92;202;120;1
92;203;15;1
92;239;10;1
92;243;30;1
92;247;117;1
92;256;64;1
92;267;77;1
92;275;164;1
92;305;44;1
92;305;130;1
92;313;13;1
92;316;96;1
92;341;115;1
92;343;160;1
92;360;46;1
92;431;114;1
92;431;162;1
93;5;160;1
93;54;141;1
93;84;135;1
93;93;116;1
93;98;39;1
93;101;79;1
93;102;88;1
93;106;129;1
93;117;90;1
93;119;133;1
93;119;157;1
93;151;119;1
93;182;141;1
93;233;163;1
93;242;11;1
93;282;92;1
93;305;162;1
93;310;78;1
93;313;115;1
93;314;121;1
93;316;142;1
93;320;85;1
93;330;58;1
93;337;32;1
93;339;7;1
93;347;138;1
93;349;161;1
93;353;141;1
93;357;115;1
93;380;159;1
93;396;85;1
93;412;9;1
93;424;160;1
93;433;84;1
94;44;95;1
94;99;43;1
94;125;162;2
94;131;22;1
94;165;143;1
94;173;21;1
94;177;27;1
94;210;39;1
94;239;83;1
94;245;143;1
94;246;161;1
94;250;39;1
94;253;147;1
94;301;120;1
94;319;157;1
94;322;95;1
94;353;16;1
94;386;162;1
94;403;132;1
94;422;156;1
94;431;152;1
95;6;113;1
95;73;114;1
95;89;74;1
95;94;163;1
95;119;121;1
95;123;113;1
95;146;93;1
95;163;118;1
95;165;124;1
95;277;97;1
95;305;5;1
95;348;164;1
95;366;44;1
95;401;152;1
95;409;131;1
95;411;19;1
95;431;109;1
96;29;37;1
96;46;142;1
96;70;138;1
96;75;158;1
96;83;89;1
96;108;65;1
96;116;13;1
96;121;114;1
96;130;46;1
96;131;58;1
96;139;159;1
96;141;44;1
96;167;90;1
96;202;148;1
96;203;64;1
96;203;136;1
96;214;42;1
96;223;166;1
96;239;142;1
96;260;66;1
96;263;106;1
96;268;64;1
96;270;10;1
96;278;23;1
96;305;58;1
96;318;56;1
96;322;92;1
96;330;37;1
96;333;68;1
96;336;37;1
96;376;70;1
96;424;42;1
96;431;42;1
96;431;118;1
97;5;60;1
97;81;143;1
97;94;41;1
97;97;117;1
97;100;146;1
97;102;145;1
97;105;140;1
97;124;14;1
97;130;124;1
97;132;95;1
97;139;68;1
97;147;39;1
97;194;39;1
97;199;60;1
97;228;44;1
97;260;44;1
97;271;65;1
97;301;103;1
97;303;143;1
97;309;81;1
97;313;113;1
97;345;93;1
97;348;115;1
97;351;65;1
97;370;134;1
97;399;157;1
97;421;71;1
97;423;136;1
97;424;165;1
97;434;34;1
98;4;120;1
98;46;34;1
98;61;144;1
98;96;138;1
98;121;36;1
98;130;113;1
98;161;3;1
98;165;87;1
98;171;164;1
98;193;13;1
98;203;21;1
98;218;45;1
98;227;159;1
98;237;115;1
98;243;132;1
98;269;135;1
98;295;117;1
98;298;19;1
98;307;69;1
98;308;144;1
98;310;56;1
98;321;130;1
98;322;68;1
98;323;163;1
98;337;77;1
98;339;12;1
98;356;18;1
98;356;73;1
98;357;112;1
98;406;148;1
98;410;91;1
98;431;21;1
98;431;44;1
98;431;112;1
98;431;117;1
99;85;1;1
99;88;20;1
99;98;66;1
99;105;45;1
99;138;61;1
99;138;116;1
99;162;130;1
99;180;57;1
99;234;129;1
99;246;21;1
99;249;88;1
99;256;59;1
99;282;142;1
99;303;33;1
99;312;134;1
99;317;32;1
99;317;118;1
99;324;140;1
99;384;162;1
99;428;106;1
99;433;114;1
100;71;92;1
100;92;69;1
100;101;143;1
100;106;115;1
100;113;121;1
100;121;16;1
100;133;121;1
100;180;20;1
100;229;23;1
100;270;104;1
100;309;21;1
100;341;104;1
100;346;43;1
100;349;130;1
100;359;164;1
100;369;74;1
100;369;87;1
100;420;164;1
100;424;103;1
100;431;42;1
101;89;127;1
101;95;113;1
101;96;155;1
101;113;13;1
101;118;67;1
101;119;160;1
101;175;105;1
101;178;131;1
101;260;119;1
101;305;112;1
101;305;161;1
101;308;73;1
101;309;20;1
101;309;83;1
101;309;121;1
101;316;87;1
101;346;93;1
101;367;114;1
101;375;116;1
101;387;118;1
101;405;75;1
101;406;153;1
101;412;138;1
101;431;65;1
101;431;127;1
101;431;164;1
102;8;131;1
102;86;133;1
102;114;30;1
102;115;62;1
102;132;48;1
102;154;165;1
102;180;122;1
102;185;118;1
102;196;90;1
102;203;18;1
102;203;163;1
102;212;21;1
102;235;113;1
102;244;156;1
102;244;159;1
102;254;119;1
102;256;92;1
102;267;158;1
102;300;129;1
102;302;90;1
102;304;159;1
102;305;66;1
102;308;138;1
102;336;34;1
102;336;46;1
102;340;120;1
102;343;39;1
102;345;70;1
102;374;142;1
102;377;23;1
102;387;104;1
102;406;129;1
102;421;119;1
102;431;16;1
102;431;18;1
102;431;43;1
102;431;103;1
103;37;135;1
103;50;72;1
103;88;13;1
103;89;108;1
103;95;143;1
103;114;48;1
103;115;137;1
103;130;109;1
103;137;86;1
103;183;56;1
103;187;107;1
103;203;18;1
103;219;137;1
103;219;145;1
103;268;162;1
103;312;91;1
103;320;164;1
103;347;64;1
103;353;50;1
103;356;135;1
103;396;160;1
103;407;100;1
103;409;141;1
103;431;136;1
103;431;163;1
103;432;160;1
104;7;39;1
104;45;117;1
104;57;84;1
104;71;156;1
104;84;90;1
104;88;94;1
104;102;60;1
104;102;159;1
104;124;143;1
104;126;42;1
104;128;45;1
104;137;65;1
104;142;41;1
104;168;0;1
104;184;60;1
104;213;114;1
104;237;42;1
104;315;123;1
104;340;20;1
104;394;35;1
104;403;62;1
104;431;18;1
105;26;141;1
105;44;160;1
105;45;132;1
105;55;37;1
105;57;164;1
105;82;70;1
105;88;139;1
105;89;62;1
105;91;66;1
105;91;123;1
105;105;117;1
105;108;107;1
105;123;112;1
105;124;96;1
105;125;162;1
105;139;19;1
105;152;110;1
105;196;144;1
105;199;95;1
105;203;135;1
105;242;157;1
105;275;114;1
105;303;74;1
105;313;165;1
105;320;64;1
105;351;92;1
105;389;20;1
105;431;135;1
105;431;149;1
105;431;163;1
106;10;164;1
106;40;43;1
106;44;45;1
106;83;105;1
106;92;137;1
106;93;86;1
106;94;64;1
106;99;15;1
106;108;115;1
106;128;44;1
106;140;95;1
106;168;32;1
106;179;157;1
106;201;111;1
106;218;157;1
106;218;166;1
106;219;71;1
106;237;8;1
106;242;139;1
106;247;145;1
106;307;100;1
106;309;79;1
106;309;94;1
106;316;71;1
106;317;133;1
106;341;12;1
106;347;70;1
106;381;126;1
106;394;115;1
106;422;89;1
106;434;42;1
107;16;120;1
107;29;11;1
107;53;142;1
107;113;112;1
107;115;69;1
107;139;38;1
107;139;61;1
107;142;20;1
107;142;137;1
107;148;122;1
107;160;159;1
107;164;0;1
107;186;58;1
107;198;89;1
107;242;85;1
107;243;142;1
107;265;106;1
107;295;138;1
107;303;114;1
107;305;95;1
107;306;22;1
107;317;145;1
107;344;41;1
107;348;17;1
107;348;139;1
107;353;34;1
107;388;146;1
107;403;67;1
107;434;43;1
108;21;90;1
108;22;87;1
108;33;92;1
108;39;17;1
108;74;25;1
108;85;139;1
108;86;142;1
108;93;61;1
108;97;81;1
108;108;157;1
108;108;158;1
108;115;56;1
108;123;112;1
108;129;37;1
108;133;114;1
108;135;69;1
108;142;40;1
108;143;161;1
108;146;140;1
108;174;61;1
108;185;164;1
108;199;121;1
108;228;121;1
108;232;12;1
108;233;139;1
108;330;93;1
108;335;74;1
108;344;134;1
108;357;94;1
108;386;109;1
108;386;137;1
108;392;42;1
108;425;21;1
108;426;39;1
108;431;159;1
109;24;40;1
109;26;68;1
109;96;162;1
109;98;66;1
109;105;45;1
109;107;138;1
109;130;86;1
109;137;67;1
109;142;80;1
109;166;1;1
109;168;140;1
109;172;143;1
109;190;29;1
109;199;12;1
109;207;22;1
109;301;138;1
109;303;68;1
109;335;131;1
109;343;42;1
109;347;87;1
109;369;68;1
109;389;44;1
109;413;114;1
110;85;45;1
110;89;158;1
110;90;19;1
110;103;57;1
110;104;84;1
110;110;66;1
110;117;11;1
110;117;36;1
110;141;126;1
110;159;43;1
110;185;48;1
110;185;93;1
110;206;143;1
110;217;159;1
110;225;65;1
110;242;74;1
110;253;150;1
110;254;17;1
110;257;62;1
110;319;93;1
110;326;112;1
110;335;93;1
110;344;43;1
110;367;167;1
110;377;37;1
110;384;23;1
110;391;18;1
110;394;93;1
110;420;122;1
111;4;71;1
111;14;38;1
111;24;57;1
111;29;87;1
111;85;119;1
111;97;156;1
111;100;110;1
111;103;82;1
111;113;59;1
111;120;17;1
111;140;13;1
111;143;100;1
111;143;109;1
111;173;136;1
111;179;71;1
111;210;167;1
111;211;166;1
111;232;155;1
111;238;57;1
111;241;112;1
111;242;141;1
111;252;56;1
111;262;138;1
111;267;95;1
111;321;81;1
111;330;66;1
111;337;18;1
111;344;135;1
111;348;19;1
111;356;115;1
111;386;105;1
111;399;17;1
111;399;148;1
111;431;138;1
111;432;116;1
112;4;115;1
112;80;92;1
112;94;110;1
112;99;167;1
112;101;105;1
112;129;111;1
112;130;53;1
112;138;94;1
112;193;38;1
112;194;138;1
112;197;140;1
112;214;164;1
112;261;116;1
112;276;17;1
112;321;120;1
112;351;160;1
112;367;71;1
112;396;125;1
112;431;133;1
113;21;19;1
113;39;66;1
113;87;58;1
113;88;69;1
113;90;158;1
113;100;37;1
113;103;133;1
113;122;162;1
113;140;34;1
113;168;166;1
113;172;63;1
113;178;115;1
113;212;13;1
113;248;8;1
113;270;59;1
113;270;133;1
113;277;38;1
113;321;16;1
113;327;121;1
113;333;70;1
113;337;157;1
113;340;48;1
113;346;67;1
113;369;83;1
113;400;40;1
113;406;68;1
113;431;42;1
113;431;63;1
113;431;157;1
113;431;158;1
113;431;160;1
114;45;140;1
114;51;44;1
114;63;115;1
114;90;110;1
114;92;9;1
114;93;128;1
114;94;106;1
114;103;34;1
114;104;158;1
114;111;46;1
114;120;117;1
114;128;60;1
114;133;91;1
114;139;46;1
114;159;159;1
114;174;166;1
114;189;118;1
114;204;92;1
114;314;134;1
114;324;163;1
114;347;166;1
114;351;62;1
114;367;65;1
114;391;137;1
114;431;11;1
114;431;64;1
115;1;118;1
115;26;114;1
115;39;132;1
115;85;80;1
115;89;138;1
115;93;48;1
115;107;64;1
115;109;22;1
115;125;130;1
115;126;91;1
115;236;38;1
115;259;57;1
115;272;34;1
115;305;82;1
115;394;120;1
115;400;141;1
115;401;67;1
115;402;55;1
115;414;37;1
115;431;159;1
115;431;162;1
116;25;19;1
116;84;156;1
116;90;162;1
116;103;17;1
116;103;131;1
116;109;103;1
116;111;133;1
116;119;58;1
116;152;45;1
116;165;65;1
116;226;72;1
116;275;81;1
116;323;56;1
116;330;43;1
116;356;83;1
116;431;103;1
117;104;55;1
117;107;12;1
117;119;140;1
117;146;24;1
117;146;67;1
117;202;144;1
117;219;0;1
117;238;61;1
117;317;13;1
117;324;105;1
117;374;48;1
117;408;70;1
117;434;32;1
118;8;70;1
118;45;114;1
118;48;133;1
118;63;153;1
118;84;137;1
118;106;133;1
118;123;39;1
118;167;138;1
118;168;36;1
118;196;55;1
118;197;163;1
118;273;108;1
118;371;159;1
118;374;116;1
119;86;105;1
119;91;116;1
119;92;73;1
119;121;55;1
119;131;21;1
119;201;120;1
119;270;143;1
119;274;63;1
119;302;80;1
119;320;39;1
119;348;46;1
119;362;162;1
119;388;51;1
119;401;146;1
119;431;155;1
119;433;104;1
120;50;44;1
120;98;19;1
120;111;69;1
120;113;112;1
120;116;144;1
120;123;162;1
120;139;77;1
120;176;132;1
120;226;110;1
120;228;62;1
120;299;67;1
120;300;34;1
120;312;82;1
120;325;97;1
120;329;47;1
120;330;160;1
120;330;161;1
121;9;9;1
121;13;57;1
121;13;94;1
121;55;143;1
121;88;37;1
121;89;157;1
121;98;94;1
121;101;109;1
121;106;104;1
121;118;7;1
121;123;166;1
121;134;62;1
121;139;125;1
121;161;139;1
121;177;113;1
121;198;135;1
121;263;144;1
121;273;78;1
121;274;5;1
121;317;19;1
121;330;14;1
121;357;137;1
121;380;16;1
121;422;144;1
122;7;163;1
122;10;40;1
122;87;15;1
122;95;120;1
122;102;113;1
122;103;150;1
122;104;11;1
122;151;12;1
122;181;69;1
122;212;39;1
122;220;71;1
122;223;68;1
122;229;40;1
122;232;94;1
122;275;87;1
122;300;19;1
122;308;46;1
122;318;69;1
122;331;140;1
122;344;119;1
122;349;59;1
122;359;107;1
122;376;69;1
122;404;160;1
122;411;62;1
122;412;1;1
123;22;6;1
123;41;156;1
123;96;7;1
123;113;58;1
123;129;114;1
123;142;40;1
123;234;0;1
123;238;9;1
123;337;144;1
123;339;160;1
123;350;49;1
123;370;123;1
123;431;81;1
124;26;20;1
124;26;92;1
124;71;39;1
124;76;137;1
124;93;58;1
124;94;69;1
124;103;143;1
124;116;114;1
124;125;131;1
124;140;163;1
124;156;152;1
124;165;144;1
124;312;108;1
124;386;159;1
125;1;59;1
125;18;83;1
125;41;137;1
125;72;150;1
125;86;159;1
125;99;123;1
125;108;140;1
125;111;134;1
125;116;47;1
125;122;62;1
125;136;21;1
125;149;27;1
125;183;136;1
125;313;81;1
125;317;36;1
125;319;14;1
125;325;163;1
125;345;91;1
125;348;43;1
125;349;93;1
125;356;46;1
126;29;87;1
126;33;35;1
126;68;72;1
126;73;20;1
126;95;0;1
126;106;113;1
126;107;130;1
126;125;142;1
126;139;96;1
126;189;138;1
126;270;44;1
126;281;165;1
126;322;90;1
126;387;42;1
126;396;167;1
126;399;113;1
126;404;142;1
126;431;58;1
127;34;117;1
127;56;144;1
